City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Gold Coast,AU,-28.0,153.4333,57.0,95,73,10.07,broken clouds
466,Leshukonskoye,RU,64.8989,45.7622,60.58,70,100,0.78,overcast clouds
467,Ribeira Grande,PT,38.5167,-28.7,73.8,88,20,17.27,few clouds
468,San Luis,AR,-33.295,-66.3356,52.84,30,100,13.94,overcast clouds
469,Goya,AR,-29.14,-59.2626,50.86,71,0,4.68,clear sky
470,Quanzhou,CN,24.9139,118.5858,79.74,94,99,6.64,overcast clouds
471,Marica,BR,-22.9194,-42.8186,84.15,76,52,14.85,broken clouds
472,Coquimbo,CL,-29.9533,-71.3436,60.53,44,0,5.75,clear sky
473,Brighton,GB,50.8284,-0.1395,73.81,53,58,5.99,broken clouds
474,Kloulklubed,PW,7.0419,134.2556,81.82,71,98,4.0,overcast clouds
475,Gimli,CA,50.6336,-96.9907,86.02,66,0,13.8,clear sky
476,Owando,CG,-0.4819,15.8999,79.07,62,99,3.65,overcast clouds
477,Briancon,FR,44.9,6.65,68.34,76,91,2.04,overcast clouds
478,Ketchikan,US,55.3422,-131.6461,58.98,88,100,11.5,overcast clouds
479,Sabaudia,IT,41.3003,13.0282,83.19,71,0,6.78,clear sky
480,Odweyne,SO,9.4092,45.064,75.0,47,13,22.32,few clouds
481,San Cristobal,VE,7.7669,-72.225,80.78,60,47,5.82,scattered clouds
482,Russell,US,32.3502,-85.1999,92.97,51,0,3.44,clear sky
483,Valverde Del Camino,ES,37.5751,-6.7543,74.37,50,10,2.95,clear sky
484,Taldan,RU,53.6667,124.8,63.0,99,95,2.77,light rain
485,Les Cayes,HT,18.2,-73.75,87.33,60,21,15.05,few clouds
486,Arvika,SE,59.6553,12.5852,63.21,74,86,2.55,overcast clouds
487,Okhotsk,RU,59.3833,143.3,58.59,90,74,2.82,broken clouds
488,Dalby,AU,-27.1833,151.2667,53.98,85,84,1.99,broken clouds
489,Moerai,PF,-22.4333,-151.3333,72.52,63,70,20.02,broken clouds
490,Jalpan,MX,21.2333,-99.4833,90.34,36,2,8.46,clear sky
491,Katsuura,JP,35.1333,140.3,78.06,90,100,12.39,overcast clouds
492,Gashua,NG,12.871,11.0482,73.38,86,98,9.22,overcast clouds
493,Kavieng,PG,-2.5744,150.7967,81.88,80,45,13.51,light rain
494,Pangnirtung,CA,66.1451,-65.7125,44.6,81,40,16.11,scattered clouds
495,Goderich,CA,43.7501,-81.7165,79.92,57,100,9.22,overcast clouds
496,Chicama,PE,-7.8447,-79.1469,61.34,63,1,9.04,clear sky
497,Kamiiso,JP,41.8167,140.65,66.61,96,44,3.11,scattered clouds
498,Campbell River,CA,50.0163,-125.2446,67.59,63,75,9.22,broken clouds
499,Chowchilla,US,37.123,-120.2602,111.02,18,0,6.91,clear sky
500,Zorgo,BF,12.2489,-0.6158,77.0,79,15,2.8,few clouds
501,Alghero,IT,40.5589,8.3181,78.89,83,0,4.61,clear sky
502,Elko,US,41.0002,-115.5012,96.82,14,71,17.0,broken clouds
503,Rawson,AR,-43.3002,-65.1023,49.1,51,42,13.67,scattered clouds
504,Semey,KZ,50.4111,80.2275,64.29,87,21,15.86,few clouds
505,Aswan,EG,24.0934,32.907,92.5,13,0,6.91,clear sky
506,Hasaki,JP,35.7333,140.8333,75.6,89,99,8.37,overcast clouds
507,Senanga,ZM,-16.1167,23.2667,52.84,49,0,6.44,clear sky
508,Grand-Lahou,CI,5.1367,-5.0242,75.09,86,39,10.25,light rain
509,Vilyuysk,RU,63.7553,121.6247,64.62,97,97,4.97,light rain
510,Invermere,CA,50.5167,-116.0354,87.37,23,32,8.66,scattered clouds
511,Itoman,JP,26.1247,127.6694,84.58,91,20,18.41,drizzle
512,Morondava,MG,-20.2833,44.2833,71.58,51,0,11.65,clear sky
513,Cheremukhovo,RU,60.3484,59.9851,60.84,97,85,1.9,overcast clouds
514,Tessalit,ML,20.1986,1.0114,90.7,32,100,7.87,overcast clouds
515,Khandyga,RU,62.6667,135.6,73.94,74,3,3.47,clear sky
516,Khatukay,RU,45.1889,39.6664,75.18,46,82,8.46,broken clouds
517,Nanzhang,CN,31.7765,111.8386,80.87,74,26,2.37,scattered clouds
518,Terney,RU,45.0503,136.6092,60.96,90,100,4.68,overcast clouds
519,Valley City,US,46.9233,-98.0032,91.92,55,0,13.8,clear sky
520,Griffith,US,41.5284,-87.4237,77.9,84,100,4.0,overcast clouds
521,Benemerito De Las Americas,MX,16.5167,-90.6439,94.23,36,37,4.74,scattered clouds
522,Wynyard,AU,-41.0,145.7167,39.97,71,58,9.82,broken clouds
523,Buraydah,SA,26.326,43.975,91.85,11,13,9.06,few clouds
524,Wamba,NG,8.9333,8.6,71.58,92,100,1.99,overcast clouds
525,Egvekinot,RU,66.3167,-179.1667,37.31,38,45,21.43,scattered clouds
526,Marquette,US,46.5333,-87.6335,81.84,76,41,4.07,scattered clouds
527,Sistranda,NO,63.7256,8.834,53.56,82,85,18.77,overcast clouds
528,Great Yarmouth,GB,52.6083,1.7305,70.41,73,45,11.9,scattered clouds
529,Mamboma,SL,8.0833,-11.6833,72.86,98,97,4.07,light rain
530,Clyde River,CA,70.4692,-68.5914,35.83,87,75,14.97,broken clouds
531,Navlya,RU,52.8281,34.4989,55.54,97,92,3.11,overcast clouds
532,Tiffin,US,41.1145,-83.178,73.6,95,100,13.06,overcast clouds
533,Novyy Urengoy,RU,66.0833,76.6333,56.16,71,100,6.49,overcast clouds
534,Melo,UY,-32.3667,-54.1833,44.91,83,0,6.89,clear sky
535,Betare Oya,CM,5.6,14.0833,66.54,97,100,3.02,overcast clouds
536,Oranjemund,NA,-28.55,16.4333,58.08,80,0,6.58,clear sky
537,Gurupi,BR,-11.7292,-49.0686,84.83,23,1,6.26,clear sky
538,Cimislia,MD,46.52,28.7842,64.54,53,2,12.26,clear sky
539,Rundu,NA,-17.9333,19.7667,52.74,39,0,6.76,clear sky
540,Baturaja,ID,-4.1333,104.1667,72.32,98,76,2.15,broken clouds
541,Gagra,GE,43.3283,40.2239,68.92,90,80,3.4,broken clouds
542,Malumfashi,NG,11.7853,7.6218,70.74,89,100,7.02,overcast clouds
543,Pimentel,PE,-6.8367,-79.9342,70.09,60,0,16.11,clear sky
544,Along,IN,28.1667,94.7667,74.82,98,86,0.98,overcast clouds
545,Poso,ID,-1.3959,120.7524,76.19,85,100,4.74,moderate rain
546,Tual,ID,-5.6667,132.75,78.69,76,72,19.73,broken clouds
547,Nioki,CD,-2.7167,17.6833,81.5,50,93,2.48,overcast clouds
548,Ternate,ID,0.8,127.4,78.66,84,100,7.11,moderate rain
549,Aromashevo,RU,56.8602,68.6375,57.27,89,4,4.7,clear sky
550,Inongo,CD,-1.95,18.2667,71.89,77,89,4.25,overcast clouds
551,Kailua,US,21.4022,-157.7394,84.18,73,75,11.5,broken clouds
552,Kargasok,RU,59.0556,80.8572,51.06,95,22,9.06,few clouds
553,Qaqortoq,GL,60.7167,-46.0333,45.93,78,93,9.01,overcast clouds
554,Volchansk,RU,59.9378,60.081,59.81,94,91,1.19,overcast clouds
555,Greer,US,34.9387,-82.2271,93.06,54,20,11.5,few clouds
556,Sawakin,SD,19.1059,37.3321,88.56,53,11,4.9,few clouds
557,Sur,OM,22.5667,59.5289,85.68,70,100,7.67,light rain
558,Kjollefjord,NO,70.9457,27.3465,51.85,87,75,5.75,broken clouds
559,Beaufort,MY,5.3473,115.7455,76.12,80,100,1.57,overcast clouds
560,Bulgan,MN,48.8125,103.5347,57.24,70,49,1.12,scattered clouds
561,Beira,MZ,-19.8436,34.8389,68.52,81,69,7.94,broken clouds
562,Quatre Cocos,MU,-20.2078,57.7625,70.09,67,80,21.41,light rain
563,Shaoxing,CN,30.011,120.5715,82.35,87,100,3.83,overcast clouds
564,Vallenar,CL,-28.5708,-70.7581,69.73,19,1,2.48,clear sky
565,Deputatskiy,RU,69.3,139.9,48.04,63,78,3.0,broken clouds
566,Uthal,PK,25.8072,66.6219,83.39,83,100,8.16,moderate rain
567,Qasigiannguit,GL,68.8193,-51.1922,52.05,67,27,4.7,scattered clouds
568,Hals,DK,56.9961,10.3081,61.0,91,100,13.69,overcast clouds
569,Alice Town,BS,25.7167,-79.3,83.91,73,100,6.98,overcast clouds
570,Machinga,MW,-15.1685,35.3,62.01,68,100,4.23,overcast clouds
571,Longkou,CN,37.6508,120.3286,73.44,85,6,2.21,clear sky
572,Port Hardy,CA,50.6996,-127.4199,57.38,88,75,10.36,broken clouds
573,Harwich,GB,51.9419,1.2844,68.97,74,48,1.99,scattered clouds
574,Manaure,CO,11.7751,-72.4445,89.46,54,100,21.36,overcast clouds
575,Saint-Joseph,RE,-21.3667,55.6167,68.38,75,41,16.06,scattered clouds
576,Jining,CN,35.405,116.5814,73.94,93,38,3.69,scattered clouds
577,Cabedelo,BR,-6.9811,-34.8339,75.87,78,81,16.06,broken clouds
578,Porosozero,RU,62.7191,32.727,49.66,86,20,4.56,few clouds
579,Bonavista,CA,48.6499,-53.1147,65.3,68,79,16.87,broken clouds
580,Lae,PG,-6.7221,146.9847,74.07,80,86,6.89,overcast clouds
581,Champerico,GT,14.3,-91.9167,93.74,72,33,6.08,scattered clouds
582,Kibre Mengist,ET,5.8833,38.9833,58.55,89,100,2.44,overcast clouds
583,Aitape,PG,-3.1374,142.3475,75.96,87,24,3.87,few clouds
584,Talcahuano,CL,-36.7167,-73.1167,51.48,87,100,9.22,overcast clouds
585,Burewala,PK,30.1667,72.65,85.95,69,36,4.21,scattered clouds
586,Udachnyy,RU,66.4167,112.4,50.45,100,100,2.98,overcast clouds
587,Awbari,LY,26.5921,12.7805,84.13,14,0,9.1,clear sky
588,Nicoya,CR,10.1483,-85.452,83.12,75,94,3.53,overcast clouds
589,Nossa Senhora Das Dores,BR,-10.4917,-37.1933,67.5,84,6,4.47,clear sky
590,Salisbury,GB,51.0693,-1.7957,70.68,37,74,5.75,light rain
591,Kurchum,KZ,48.5722,83.6542,70.65,50,62,3.04,broken clouds
592,San Quintin,MX,30.4833,-115.95,74.59,65,8,10.67,clear sky
593,Cidreira,BR,-30.1811,-50.2056,53.69,71,22,9.64,few clouds
594,Kazanskaya,RU,45.4106,40.4361,75.72,50,93,6.71,overcast clouds
595,Moose Factory,CA,51.2585,-80.6094,87.8,42,40,14.97,scattered clouds
596,Andijon,UZ,40.7821,72.3442,81.68,14,0,6.8,clear sky
597,Phan Thiet,VN,10.9333,108.1,76.95,88,94,7.85,overcast clouds
598,Gisborne,NZ,-38.6533,178.0042,49.08,78,54,11.48,broken clouds
599,Palmer,US,42.1584,-72.3287,87.4,52,40,13.8,scattered clouds
600,Kawakawa,NZ,-35.3833,174.0667,49.14,81,99,2.8,overcast clouds
601,Kirkwall,GB,58.9848,-2.9587,59.05,88,100,2.3,overcast clouds
602,Mbandaka,CD,0.0487,18.2603,71.2,92,94,3.94,overcast clouds
603,The Valley,AI,18.217,-63.0578,86.14,66,20,16.11,few clouds
604,Baruun-Urt,MN,46.6806,113.2792,58.26,58,0,6.69,clear sky
605,Saratoga Springs,US,43.0831,-73.7846,93.18,39,50,4.0,scattered clouds
606,Rosarito,MX,32.3333,-117.0333,83.66,76,54,6.2,broken clouds
607,Coahuayana,MX,18.7333,-103.6833,85.26,75,80,8.19,broken clouds
608,Teya,RU,60.3778,92.6267,51.82,95,99,3.91,light rain
609,Chapleau,CA,47.8405,-83.4034,80.69,47,75,3.44,broken clouds
610,Bondo,CD,3.8146,23.6866,70.48,99,90,1.59,moderate rain
611,Atar,MR,20.5169,-13.0499,100.92,11,30,6.02,scattered clouds
612,Sieradz,PL,51.5958,18.7302,54.68,83,28,7.38,scattered clouds
613,Necochea,AR,-38.5473,-58.7368,53.64,42,41,19.53,scattered clouds
614,Mercedes,AR,-34.6515,-59.4307,54.79,41,21,9.53,few clouds
615,Abu Kamal,SY,34.4506,40.9171,91.26,19,0,8.77,clear sky
616,Kashi,CN,39.4547,75.9797,79.81,27,0,8.95,clear sky
617,Vestmannaeyjar,IS,63.4427,-20.2734,51.94,87,50,13.56,scattered clouds
618,Chiredzi,ZW,-21.05,31.6667,58.57,71,39,3.56,scattered clouds
619,Takaka,NZ,-40.85,172.8,56.55,84,88,12.01,overcast clouds
620,Yarada,IN,17.65,83.2667,80.92,94,75,3.44,mist
621,Pangai,TO,-19.8,-174.35,77.11,83,20,20.71,few clouds
622,Oriximina,BR,-1.7656,-55.8661,86.2,59,23,3.02,few clouds
623,Neuquen,AR,-38.9516,-68.0591,53.49,50,40,9.22,scattered clouds
624,Karratha,AU,-20.7377,116.8463,64.81,55,1,6.42,light rain
625,Nurota,UZ,40.5614,65.6886,82.42,17,0,9.62,clear sky
626,Yaan,NG,7.3833,8.5667,74.89,79,100,3.13,overcast clouds
627,Milledgeville,US,33.0801,-83.2321,93.49,54,40,0.0,scattered clouds
628,Luganville,VU,-15.5333,167.1667,78.69,86,61,12.95,broken clouds
629,Westport,US,41.1415,-73.3579,85.62,65,0,8.05,clear sky
630,Naliya,IN,23.2667,68.8333,81.27,83,21,16.08,few clouds
631,Akureyri,IS,65.6835,-18.0878,48.13,93,75,10.36,broken clouds
632,Van Buren,US,35.4368,-94.3483,104.32,33,0,6.91,clear sky
633,Viedma,AR,-40.8135,-62.9967,49.77,45,58,22.7,broken clouds
634,Nassau,US,40.7507,-73.5829,85.66,68,20,11.5,few clouds
635,Bud,US,39.447,-86.1758,73.42,95,100,7.4,moderate rain
636,Nekrasovka,RU,48.3525,135.2325,66.22,88,20,4.47,moderate rain
637,Smithers,CA,54.7804,-127.1743,66.52,52,75,4.61,broken clouds
638,Voi,KE,-3.3945,38.563,66.78,84,25,9.44,scattered clouds
639,Thinadhoo,MV,0.5333,72.9333,80.29,75,100,20.65,moderate rain
640,Yar-Sale,RU,66.8333,70.8333,55.6,68,60,5.14,broken clouds
641,Esfarayen,IR,37.0765,57.5101,76.66,17,0,6.89,clear sky
642,Zomba,MW,-15.386,35.3188,59.27,75,100,4.85,overcast clouds
643,Podhum,BA,43.7231,17.0011,67.08,58,0,8.48,clear sky
644,Rio Grande,BR,-32.035,-52.0986,55.51,73,0,7.92,clear sky
645,Rio Gallegos,AR,-51.6226,-69.2181,35.65,69,20,14.97,few clouds
646,Bagotville,AU,-28.9833,153.4167,56.64,93,33,7.63,scattered clouds
647,Maluso,PH,6.543,121.8753,78.03,88,100,11.07,overcast clouds
648,Cayenne,GF,4.9333,-52.3333,86.04,9,37,9.22,scattered clouds
649,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,64.99,82,0,2.24,clear sky
650,Pierre,US,44.3683,-100.351,94.12,43,0,6.91,clear sky
651,Utrecht,NL,52.0,5.25,70.07,66,58,4.99,broken clouds
652,San Martin,AR,-33.081,-68.4681,55.94,28,17,0.65,few clouds
653,Curup,ID,-3.4667,102.5333,67.46,94,72,1.97,broken clouds
654,Ushtobe,KZ,45.2514,77.9838,73.06,43,0,4.59,clear sky
655,Waingapu,ID,-9.6567,120.2641,72.25,84,17,7.74,few clouds
656,Sechura,PE,-5.5569,-80.8222,74.3,58,6,15.84,clear sky
657,Shimoda,JP,34.6667,138.95,77.11,88,87,14.03,overcast clouds
658,Ewa Beach,US,21.3156,-158.0072,84.15,63,75,25.32,broken clouds
659,Sorong,ID,-0.8833,131.25,76.98,85,100,4.16,overcast clouds
660,Trinidad,BO,-14.8333,-64.9,78.62,50,39,6.29,scattered clouds
661,Marienburg,PL,54.0359,19.0266,58.12,82,57,7.29,broken clouds
662,Greencastle,US,39.6445,-86.8647,73.26,93,100,11.5,heavy intensity rain
663,San Juan,AR,-31.5375,-68.5364,61.59,15,0,7.83,clear sky
664,Pokrovsk,UA,48.282,37.1758,59.95,83,89,7.2,light rain
665,Dhidhdhoo,MV,6.8833,73.1,80.94,79,100,17.07,overcast clouds
666,Huarmey,PE,-10.0681,-78.1522,66.51,73,1,12.1,clear sky
667,Bolshaya Dzhalga,RU,45.9695,42.6966,77.13,44,12,4.79,few clouds
668,Boende,CD,-0.2167,20.8667,74.1,91,100,2.08,light rain
669,Gushikawa,JP,26.3544,127.8686,83.79,86,20,13.8,drizzle
670,Kuching,MY,1.55,110.3333,75.42,94,20,2.3,few clouds
671,Dinhata,IN,26.1333,89.4667,82.09,82,94,8.01,overcast clouds
672,Farafangana,MG,-22.8167,47.8333,67.89,82,66,12.84,moderate rain
673,Kuldur,RU,49.2167,131.6333,63.03,91,26,1.57,scattered clouds
674,Camopi,GF,3.1655,-52.3158,76.37,89,99,5.26,overcast clouds
675,Dengfeng,CN,34.4553,113.0281,76.3,65,16,2.39,few clouds
676,Quelimane,MZ,-17.8786,36.8883,65.28,95,92,4.63,overcast clouds
677,Wukari,NG,7.85,9.7833,74.35,85,100,2.68,overcast clouds
678,Karera,IN,25.4667,78.15,90.39,52,89,6.06,overcast clouds
679,Yumen,CN,40.2833,97.2,73.89,33,100,15.03,overcast clouds
680,Teknaf,BD,20.8624,92.3058,79.79,89,100,7.4,overcast clouds
681,Bereznik,RU,62.8551,42.7072,56.39,97,100,2.84,light rain
682,Lagos,NG,6.5833,3.75,74.77,87,99,4.41,overcast clouds
683,Kaeo,NZ,-35.1,173.7833,49.32,95,100,6.11,overcast clouds
684,Mont-Dore,NC,-22.2833,166.5833,71.01,99,77,8.57,broken clouds
685,Liverpool,GB,53.4106,-2.9779,79.34,49,0,8.05,clear sky
686,Srivardhan,IN,18.0333,73.0167,79.59,86,100,14.76,overcast clouds
687,Kamaishi,JP,39.2667,141.8833,72.27,89,39,2.82,scattered clouds
688,Ballina,AU,-28.8667,153.5667,56.79,93,18,8.32,few clouds
689,Walvis Bay,NA,-22.9575,14.5053,64.09,38,14,10.54,few clouds
690,Grand Gaube,MU,-20.0064,57.6608,70.2,71,55,10.0,light rain
691,Bandarbeyla,SO,9.4942,50.8122,76.32,80,9,38.45,clear sky
692,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,68,20,20.71,few clouds
693,Puerto Madryn,AR,-42.7692,-65.0385,49.86,51,74,10.69,broken clouds
694,Arai,JP,37.0167,138.25,75.92,93,99,3.53,overcast clouds
695,Foam Lake,CA,51.65,-103.5343,73.42,46,0,3.71,clear sky
696,Cotonou,BJ,6.3654,2.4183,76.44,84,21,12.03,few clouds
697,Idritsa,RU,56.3316,28.8988,52.27,97,100,4.38,overcast clouds
